type_batiment,type_installation_chauffage,type_installation_ecs,hauteur_sous_plafond,etiquette_dpe,etiquette_ges,surface_habitable_logement,nombre_niveau_logement,code_postal_ban,qualite_isolation_enveloppe,cout_total_5_usages_energie_n1,conso_5 usages_ef,conso_5_usages_ep,type_energie_principale_chauffage
appartement,mixte (collectif-individuel),individuel,2.4,G,G,37.9,2.0,1410.0,insuffisante,1302.1,17391.3,21483.3,Fioul domestique
maison,individuel,individuel,2.5,C,A,60.0,2.0,34260.0,insuffisante,768.0,4603.2,10587.3,Électricité
maison,individuel,individuel,2.5,E,C,91.0,1.0,48200.0,très bonne,1882.9,17176.7,31956.4,Électricité
maison,individuel,individuel,2.5,D,B,93.4,1.0,17800.0,bonne,902.0,8568.5,19707.6,Électricité
appartement,individuel,individuel,2.5,D,D,40.7,1.0,57500.0,moyenne,750.0,8217.9,8544.6,Gaz naturel
maison,individuel,individuel,2.8,C,C,71.0,2.0,62160.0,bonne,727.7,8074.3,8668.0,Gaz naturel
appartement,individuel,individuel,2.3,D,B,61.1,1.0,1990.0,très bonne,980.5,5634.1,12958.4,Électricité
appartement,individuel,individuel,3.2,C,A,46.2,1.0,6340.0,bonne,652.0,3496.4,8041.6,Électricité
appartement,individuel,individuel,2.5,C,A,38.5,1.0,83170.0,insuffisante,461.7,2222.9,5112.7,Électricité
appartement,individuel,individuel,2.5,C,A,31.6,1.0,64600.0,très bonne,530.7,2510.9,5775.1,Électricité
appartement,mixte (collectif-individuel),collectif,2.5,C,C,85.5,5.0,67400.0,très bonne,364.2,7252.8,10664.8,Réseau de Chauffage urbain
maison,individuel,individuel,2.8,G,C,105.0,2.0,12350.0,insuffisante,833.0,25211.2,57985.8,Électricité
appartement,individuel,individuel,2.4,C,C,60.1,1.0,69760.0,bonne,638.0,6666.3,7212.9,Gaz naturel
maison,individuel,individuel,2.5,D,D,51.0,1.0,62970.0,bonne,884.9,10445.4,10993.4,Gaz naturel
maison,individuel,individuel,2.5,C,A,39.3,2.0,86000.0,bonne,655.0,2891.0,6649.4,Électricité
appartement,individuel,individuel,2.5,E,B,29.8,1.0,25000.0,moyenne,720.1,3941.3,9065.1,Électricité
appartement,individuel,individuel,2.5,C,C,75.3,1.0,25000.0,moyenne,699.0,7869.8,8757.7,Gaz naturel
appartement,individuel,individuel,2.5,F,C,18.7,1.0,75011.0,insuffisante,628.3,3336.2,7673.2,Électricité
maison,individuel,individuel,2.8,F,F,147.0,2.0,91120.0,insuffisante,3806.0,44998.6,49368.7,Fioul domestique
maison,individuel,individuel,2.3,D,D,149.5,2.0,91210.0,insuffisante,1972.2,27566.4,28734.3,Gaz naturel
appartement,individuel,individuel,2.7,E,E,47.1,1.0,92320.0,moyenne,981.0,11772.8,11772.8,Gaz naturel
appartement,individuel,individuel,2.5,G,C,55.0,3.0,4360.0,insuffisante,2054.0,12453.1,28642.2,Électricité
appartement,individuel,individuel,2.5,E,B,27.0,1.0,49300.0,très bonne,521.0,3552.3,8170.2,Électricité
appartement,individuel,individuel,2.5,D,B,45.0,1.0,45000.0,insuffisante,791.9,4414.4,10153.2,Électricité
maison,individuel,individuel,2.5,D,B,92.0,1.0,83600.0,insuffisante,1086.0,8500.0,17350.7,Électricité
appartement,individuel,individuel,2.5,E,E,46.1,1.0,69006.0,insuffisante,924.6,10875.5,11192.5,Gaz naturel
appartement,individuel,individuel,2.5,C,A,61.1,1.0,64300.0,insuffisante,767.0,3453.3,7942.5,Électricité
maison,individuel,individuel,2.6,E,B,48.2,2.0,27910.0,insuffisante,1116.9,6500.7,14951.5,Électricité
appartement,individuel,individuel,2.5,E,B,32.0,1.0,95100.0,insuffisante,805.0,4505.3,10362.2,Électricité
appartement,individuel,individuel,2.8,D,D,59.9,1.0,54000.0,insuffisante,965.2,11547.3,11928.9,Gaz naturel
appartement,individuel,individuel,2.5,E,B,29.0,1.0,84000.0,moyenne,735.5,4042.7,9298.2,Électricité
appartement,collectif,collectif,2.6,E,E,52.7,1.0,37000.0,insuffisante,872.0,14143.5,14496.2,Gaz naturel
appartement,collectif,collectif,2.6,E,E,75.3,1.0,13001.0,insuffisante,1120.1,18207.7,18584.1,Gaz naturel
appartement,collectif,collectif,2.5,C,C,76.5,1.0,13240.0,moyenne,444.9,7377.7,8007.6,Gaz naturel
appartement,individuel,individuel,2.5,C,C,71.7,1.0,31520.0,bonne,623.6,6720.3,7624.2,Gaz naturel
appartement,individuel,individuel,2.5,B,B,64.9,1.0,31780.0,très bonne,316.0,3289.2,3871.2,Gaz naturel
maison,individuel,individuel,2.5,E,B,110.9,2.0,11140.0,insuffisante,660.7,26005.9,32981.9,Bois – Bûches
appartement,collectif,collectif,2.5,B,A,99.6,1.0,57070.0,bonne,487.5,6784.1,7550.6,Réseau de Chauffage urbain
appartement,collectif,collectif,2.7,E,E,47.5,1.0,75017.0,insuffisante,894.5,14787.1,15250.4,Gaz naturel
maison,individuel,individuel,2.5,D,D,330.0,3.0,33200.0,insuffisante,3829.0,56413.3,57760.1,Gaz naturel
appartement,individuel,individuel,2.5,E,B,21.1,1.0,34300.0,insuffisante,569.1,2945.8,6775.3,Électricité
appartement,individuel,individuel,2.7,C,A,56.0,1.0,34170.0,insuffisante,480.0,4349.7,10004.4,Électricité
maison,individuel,individuel,2.7,E,E,74.7,1.0,82000.0,insuffisante,1398.2,18196.5,18606.7,Gaz naturel
appartement,individuel,individuel,2.5,C,C,76.7,1.0,34080.0,insuffisante,499.7,4996.3,5650.3,Gaz naturel
immeuble,collectif,individuel,2.6,E,E,82.68599311136624,2.0,24800.0,insuffisante,4699.0,56070.5,62139.0,Fioul domestique
appartement,individuel,individuel,2.0,D,B,102.4,2.0,67490.0,bonne,1114.8,12280.6,20573.8,Bois – Bûches
appartement,individuel,individuel,2.5,E,B,48.4,1.0,86000.0,insuffisante,1173.1,6533.4,15026.8,Électricité
maison,individuel,individuel,2.7,E,B,114.8,1.0,18140.0,insuffisante,961.7,32239.4,35093.5,Bois – Bûches
maison,individuel,individuel,2.5,E,E,120.0,2.0,61800.0,insuffisante,1885.2,21167.1,21876.9,Fioul domestique
appartement,individuel,individuel,2.5,D,A,25.1,1.0,75018.0,bonne,490.5,2427.8,5583.9,Électricité
appartement,individuel,individuel,2.5,D,D,52.2,1.0,95120.0,insuffisante,967.9,11567.4,11921.9,Gaz naturel
appartement,mixte (collectif-individuel),individuel,3.1,E,E,139.4,1.0,44000.0,insuffisante,2234.0,31217.2,31919.9,Gaz naturel
appartement,collectif,collectif,2.5,D,D,74.5,1.0,92170.0,insuffisante,972.0,15962.3,16400.7,Gaz naturel
maison,individuel,individuel,2.5,E,E,143.2,2.0,5000.0,bonne,2136.0,24579.8,26162.4,Fioul domestique
maison,individuel,individuel,2.5,E,E,109.0,2.0,49230.0,insuffisante,1895.0,26659.0,28179.7,Gaz naturel
maison,individuel,individuel,2.5,C,A,118.6,1.0,16410.0,très bonne,1493.0,8953.0,8953.0,Électricité
appartement,individuel,individuel,2.5,C,A,37.1,1.0,59440.0,très bonne,554.4,2849.1,6553.0,Électricité
appartement,individuel,individuel,2.5,G,C,24.8,1.0,94220.0,insuffisante,1262.5,7426.3,17080.4,Électricité
maison,individuel,individuel,2.5,D,B,161.0,2.0,59420.0,bonne,2313.5,14105.8,32443.4,Électricité
maison,individuel,individuel,2.5,C,A,85.0,2.0,50500.0,bonne,1047.0,6056.5,13929.9,Électricité
maison,individuel,individuel,2.6,D,D,185.5,2.0,89100.0,très bonne,1900.9,27747.1,30568.6,Gaz naturel
maison,individuel,individuel,2.6,G,C,15.6,1.0,75016.0,insuffisante,817.0,4580.8,10535.8,Électricité
appartement,individuel,individuel,2.5,E,C,31.6,1.0,6220.0,insuffisante,653.6,5031.7,9585.5,Électricité
maison,individuel,individuel,2.5,E,B,32.7,1.0,62000.0,moyenne,740.0,3924.1,9025.4,Électricité
maison,individuel,individuel,2.4,E,B,128.0,3.0,63110.0,moyenne,2688.0,16461.5,37861.5,Électricité
appartement,individuel,individuel,2.5,F,C,48.4,1.0,18100.0,insuffisante,1327.1,7836.7,18024.4,Électricité
maison,individuel,individuel,2.5,E,B,84.0,1.0,77145.0,moyenne,1571.7,14593.9,26802.6,Électricité
appartement,individuel,individuel,2.7,A,A,20.5,1.0,74600.0,moyenne,17.0,619.1,1423.8,Électricité
maison,individuel,individuel,2.5,D,B,176.7,2.0,74930.0,bonne,1337.1,34014.4,38940.6,Bois – Granulés (pellets) ou briquettes
appartement,collectif,collectif,2.5,D,D,64.0,1.0,63100.0,insuffisante,751.1,12450.5,12820.2,Gaz naturel
maison,individuel,individuel,2.5,E,B,139.3,1.0,34400.0,insuffisante,2842.7,17429.2,40087.1,Électricité
appartement,individuel,individuel,2.5,D,B,42.7,1.0,69200.0,moyenne,669.8,3609.9,8302.7,Électricité
appartement,individuel,individuel,2.7,C,C,45.1,4.0,33200.0,insuffisante,369.9,3676.9,4133.4,Gaz naturel
maison,individuel,individuel,2.5,E,B,113.0,3.0,29760.0,insuffisante,2004.0,12602.2,28985.2,Électricité
appartement,mixte (collectif-individuel),individuel,2.6,D,D,167.7,2.0,71520.0,insuffisante,2914.0,28741.5,39622.6,Propane
maison,individuel,individuel,2.8,D,D,97.6,2.0,60410.0,insuffisante,1394.6,19569.7,21836.2,Gaz naturel
appartement,individuel,individuel,2.5,D,B,60.8,1.0,38500.0,bonne,1034.2,5975.5,13743.6,Électricité
appartement,collectif,collectif,2.5,C,C,77.2,1.0,69800.0,très bonne,447.4,7629.5,8267.2,Gaz naturel
maison,individuel,individuel,2.5,B,A,97.5,2.0,50440.0,très bonne,618.0,3265.8,7511.4,Électricité
appartement,individuel,individuel,2.5,C,A,11.0,1.0,59155.0,très bonne,229.1,789.7,1816.2,Électricité
maison,individuel,individuel,2.5,D,B,58.4,2.0,33290.0,bonne,926.6,5291.5,12170.5,Électricité
appartement,individuel,individuel,2.5,C,A,68.0,1.0,34070.0,très bonne,810.0,5006.9,5006.9,Électricité
maison,individuel,individuel,2.5,C,A,94.2,1.0,13340.0,bonne,1033.9,5973.2,13738.3,Électricité
appartement,individuel,individuel,2.9,C,A,22.0,1.0,50550.0,insuffisante,415.2,1892.7,4353.1,Électricité
maison,individuel,individuel,2.5,D,D,126.0,1.0,89250.0,insuffisante,1476.6,22326.0,22858.8,Fioul domestique
maison,individuel,individuel,2.5,E,E,134.0,2.0,56660.0,insuffisante,2021.0,34406.2,38514.7,Fioul domestique
appartement,collectif,collectif,2.5,E,E,61.4,1.0,50081.0,insuffisante,657.0,8839.3,9472.7,Réseau de Chauffage urbain
maison,individuel,individuel,2.8,F,C,94.8,2.0,47800.0,insuffisante,1117.2,36851.0,39386.7,Bois – Bûches
appartement,individuel,individuel,2.5,D,C,18.2,1.0,22230.0,bonne,364.3,2855.5,4845.2,Fioul domestique
appartement,collectif,collectif,2.5,F,F,15.9,1.0,13007.0,insuffisante,350.2,5817.5,6028.5,Gaz naturel
maison,individuel,individuel,2.5,E,B,66.2,1.0,47500.0,bonne,193.0,10923.9,17286.6,Bois – Bûches
appartement,individuel,individuel,2.6,C,A,68.7,1.0,67110.0,très bonne,758.8,4195.8,9650.3,Électricité
maison,individuel,individuel,2.5,D,D,58.2,1.0,38100.0,moyenne,1006.3,12171.3,12547.3,Gaz naturel
appartement,collectif,collectif,2.6,G,F,48.1,1.0,69003.0,insuffisante,1182.3,19618.6,20557.3,Gaz naturel
appartement,individuel,individuel,2.5,C,A,16.2,2.0,82300.0,bonne,320.0,1216.0,2796.8,Électricité
appartement,individuel,individuel,2.5,G,C,113.0,1.0,9110.0,insuffisante,4592.9,28375.0,65262.6,Électricité
appartement,individuel,individuel,2.5,C,A,19.0,1.0,13013.0,moyenne,392.0,1724.4,3966.2,Électricité
maison,individuel,individuel,2.4,E,B,102.9,1.0,76630.0,insuffisante,948.9,21656.6,29218.9,Bois – Granulés (pellets) ou briquettes
maison,individuel,individuel,2.5,G,D,58.0,1.0,16170.0,insuffisante,605.8,35115.8,56163.2,Bois – Bûches
appartement,collectif,collectif,2.5,F,C,66.4,1.0,94800.0,moyenne,1038.8,18042.1,24336.9,Réseau de Chauffage urbain
maison,individuel,individuel,2.2,G,C,95.2,2.0,38510.0,insuffisante,528.0,21400.0,49220.0,Électricité
appartement,individuel,individuel,2.7,C,A,92.4,2.0,34410.0,bonne,1082.5,6282.0,14448.5,Électricité
maison,individuel,individuel,2.5,C,C,105.0,1.0,57420.0,bonne,827.8,9653.7,10307.3,Gaz naturel
maison,individuel,individuel,2.5,D,B,80.0,2.0,50250.0,moyenne,1321.5,7801.0,17942.3,Électricité
maison,individuel,individuel,2.6,D,D,73.6,2.0,72340.0,moyenne,1523.9,13113.4,16312.4,GPL
maison,individuel,individuel,2.5,D,D,115.0,2.0,86000.0,insuffisante,1864.0,25444.2,26005.7,Gaz naturel
appartement,individuel,individuel,2.5,C,A,23.1,1.0,75004.0,moyenne,441.3,2078.0,4779.4,Électricité
appartement,individuel,individuel,2.5,C,C,53.0,1.0,92120.0,insuffisante,569.4,5830.4,6656.0,Gaz naturel
appartement,individuel,individuel,2.5,D,A,45.0,2.0,85000.0,bonne,674.2,3638.5,8368.5,Électricité
maison,individuel,individuel,2.5,G,C,111.0,2.0,50490.0,insuffisante,3547.0,22408.6,51539.9,Électricité
appartement,individuel,individuel,2.5,F,F,55.7,1.0,44000.0,insuffisante,1399.0,18213.3,18611.1,Gaz naturel
appartement,individuel,individuel,2.5,D,B,64.0,2.0,22800.0,bonne,951.4,5449.0,12532.6,Électricité
maison,individuel,individuel,2.8,G,F,94.5,2.0,17250.0,insuffisante,2147.4,43158.4,46442.0,Fioul domestique
appartement,individuel,individuel,2.5,F,C,57.4,3.0,83120.0,insuffisante,1655.8,9925.3,22828.3,Électricité
maison,individuel,individuel,2.5,G,G,110.0,1.0,69680.0,insuffisante,3891.4,43638.0,45031.1,Fioul domestique
maison,individuel,individuel,2.5,F,B,159.0,1.0,88520.0,moyenne,1575.8,52106.0,55846.0,Bois – Bûches
maison,individuel,individuel,2.5,E,B,43.0,1.0,44760.0,bonne,888.6,5049.8,11614.7,Électricité
maison,individuel,individuel,3.0,C,A,38.0,1.0,37220.0,très bonne,572.7,2969.6,6830.0,Électricité
appartement,individuel,individuel,2.5,E,E,62.4,1.0,91150.0,insuffisante,1350.0,17463.6,17879.8,Gaz naturel
maison,individuel,individuel,2.5,C,C,90.0,1.0,91310.0,bonne,803.0,9699.9,10904.3,Gaz naturel
appartement,collectif,individuel,2.5,E,E,69.0,1.0,93470.0,insuffisante,986.0,18600.6,22178.9,Gaz naturel
maison,individuel,individuel,2.5,G,C,65.0,2.0,16140.0,insuffisante,682.0,19715.0,45344.5,Électricité
appartement,collectif,collectif,2.5,E,C,65.4,1.0,38100.0,insuffisante,908.7,15893.1,21544.5,Réseau de Chauffage urbain
appartement,individuel,individuel,2.5,C,C,51.2,1.0,80270.0,insuffisante,606.7,5895.3,6062.9,Gaz naturel
appartement,individuel,individuel,2.5,D,B,26.9,1.0,31620.0,bonne,539.3,2749.6,6324.1,Électricité
maison,individuel,individuel,2.5,D,D,136.0,2.0,74210.0,insuffisante,2850.0,21165.1,22778.0,Propane
appartement,individuel,individuel,2.5,E,E,85.0,2.0,45330.0,insuffisante,1581.0,17640.1,18090.9,Fioul domestique
appartement,individuel,individuel,2.5,D,B,57.2,1.0,79270.0,très bonne,1016.1,5860.0,13478.1,Électricité
appartement,collectif,individuel,2.8,E,D,53.1,1.0,94300.0,insuffisante,605.6,11359.8,14300.0,Gaz naturel
appartement,individuel,individuel,2.5,C,A,24.7,1.0,6600.0,très bonne,413.7,1881.5,4327.5,Électricité
maison,individuel,individuel,2.5,D,D,71.0,1.0,49400.0,insuffisante,1046.6,13400.3,14571.6,Gaz naturel
appartement,individuel,individuel,2.5,D,B,42.0,1.0,60160.0,bonne,712.0,3886.5,8939.0,Électricité
maison,individuel,individuel,2.5,C,A,88.1,1.0,35530.0,très bonne,920.4,5252.1,12079.7,Électricité
appartement,individuel,individuel,2.6,E,B,19.5,1.0,6100.0,insuffisante,310.0,2859.1,6575.8,Électricité
maison,individuel,individuel,2.5,D,D,74.1,3.0,59140.0,insuffisante,981.4,11968.9,12577.3,Gaz naturel
appartement,collectif,individuel,2.5,C,C,155.0,7.0,71000.0,bonne,1069.0,18440.3,24761.0,Réseau de Chauffage urbain
maison,individuel,individuel,2.5,E,E,88.2,3.0,72000.0,insuffisante,1479.5,21527.7,24649.2,Gaz naturel
maison,individuel,individuel,2.5,D,B,135.0,2.0,13720.0,insuffisante,1767.0,13525.2,27566.2,Électricité
appartement,individuel,individuel,2.5,D,D,21.7,1.0,34300.0,insuffisante,320.3,3883.6,5187.8,Électricité
maison,individuel,individuel,4.2,F,E,456.0,4.0,59100.0,insuffisante,8971.7,144075.8,150911.7,Gaz naturel
appartement,collectif,collectif,2.5,E,C,62.0,1.0,94000.0,insuffisante,1318.3,17687.7,18905.4,Réseau de Chauffage urbain
maison,individuel,individuel,2.5,E,B,36.6,2.0,83340.0,insuffisante,799.3,4462.8,10264.5,Électricité
maison,individuel,individuel,2.5,D,D,70.0,2.0,50250.0,insuffisante,1209.0,15897.6,17083.6,Gaz naturel
appartement,individuel,individuel,2.5,F,C,43.7,1.0,17100.0,bonne,1150.7,6715.5,15445.7,Électricité
appartement,individuel,individuel,2.5,C,A,46.5,1.0,59000.0,très bonne,589.9,3082.9,7090.7,Électricité
appartement,individuel,individuel,2.7,D,A,31.8,1.0,69001.0,bonne,560.5,2889.2,6645.1,Électricité
immeuble,collectif,collectif,2.5,D,D,82.68599311136624,2.0,58160.0,bonne,18638.4,314615.2,339279.0,Gaz naturel
appartement,individuel,individuel,2.5,E,B,50.5,1.0,65000.0,insuffisante,1020.1,5885.8,13537.4,Électricité
appartement,collectif,collectif,2.5,F,D,55.0,1.0,59000.0,insuffisante,513.4,12788.1,18722.5,Gaz naturel
appartement,collectif,collectif,2.5,D,D,65.0,1.0,88500.0,insuffisante,940.1,12240.9,12624.9,Réseau de Chauffage urbain
appartement,individuel,individuel,2.5,D,B,21.1,1.0,11370.0,insuffisante,516.2,2597.6,5974.4,Électricité
maison,individuel,individuel,2.5,G,F,50.5,1.0,59127.0,insuffisante,1483.8,21538.4,24588.1,Gaz naturel
maison,individuel,individuel,2.5,D,D,210.0,1.0,51240.0,très bonne,1762.6,28098.3,29852.4,Fioul domestique
maison,individuel,individuel,2.6,F,E,95.0,1.0,65300.0,insuffisante,1551.2,32330.3,32980.1,Gaz naturel
appartement,individuel,individuel,2.6,D,B,28.7,2.0,59272.0,très bonne,590.1,3084.4,7094.2,Électricité
maison,individuel,individuel,2.5,C,A,58.0,1.0,34130.0,bonne,698.0,3793.3,8724.5,Électricité
appartement,mixte (collectif-individuel),individuel,2.5,F,C,82.8,1.0,73150.0,bonne,1196.0,15202.8,34966.6,Électricité
appartement,collectif,collectif,2.5,E,E,49.1,10.0,45800.0,bonne,750.1,12726.9,13575.4,Gaz naturel
appartement,individuel,individuel,2.7,D,B,62.3,1.0,32000.0,moyenne,921.1,5256.7,12090.5,Électricité
maison,individuel,individuel,2.5,G,G,69.0,2.0,62830.0,insuffisante,3128.0,34603.2,35112.2,Fioul domestique
maison,individuel,individuel,2.5,D,D,246.5,2.0,91630.0,moyenne,2921.0,36164.2,41641.0,Fioul domestique
maison,individuel,individuel,2.5,C,A,62.0,3.0,91160.0,très bonne,657.0,3136.2,7213.2,Électricité
appartement,individuel,individuel,2.5,E,E,68.1,1.0,33110.0,insuffisante,1519.1,20467.1,21421.8,Gaz naturel
maison,individuel,individuel,2.5,D,D,122.2,1.0,72240.0,insuffisante,3151.5,23052.7,24380.8,GPL
maison,individuel,individuel,2.5,C,C,112.0,2.0,57430.0,très bonne,941.6,11868.0,13135.6,Gaz naturel
maison,individuel,individuel,3.3,E,D,135.4,2.0,32110.0,insuffisante,1755.2,35352.9,35949.9,Gaz naturel
maison,individuel,individuel,2.5,F,C,85.9,1.0,16150.0,insuffisante,1971.9,16478.3,31993.2,Électricité
maison,individuel,individuel,2.5,D,B,158.0,2.0,35133.0,moyenne,848.0,20568.2,37771.5,Électricité
appartement,individuel,individuel,2.4,F,B,43.1,1.0,66800.0,insuffisante,652.0,7578.3,14441.9,Électricité
appartement,individuel,individuel,2.5,D,D,65.0,1.0,56600.0,insuffisante,801.9,9270.2,9942.2,Gaz naturel
maison,individuel,individuel,2.4,G,G,130.9,2.0,42590.0,insuffisante,4034.7,44966.0,46047.6,Fioul domestique
appartement,collectif,individuel,2.5,D,D,68.0,3.0,88200.0,insuffisante,687.1,12870.8,15508.8,Gaz naturel
appartement,individuel,individuel,2.5,C,C,48.2,1.0,69250.0,moyenne,632.9,6719.9,7437.8,Gaz naturel
maison,individuel,individuel,2.5,A,A,112.0,2.0,1440.0,bonne,634.9,3379.4,7772.6,Électricité
maison,individuel,individuel,2.5,F,C,91.6,1.0,64270.0,insuffisante,648.0,18200.1,32804.8,Électricité
maison,individuel,individuel,2.5,G,F,163.5,2.0,59310.0,insuffisante,3427.0,77133.9,80180.5,Gaz naturel
maison,individuel,individuel,2.4,E,E,86.1,2.0,62600.0,insuffisante,1680.0,22610.3,23160.1,Gaz naturel
appartement,individuel,individuel,2.5,E,B,61.0,1.0,26300.0,bonne,1314.6,7757.5,17842.3,Électricité
maison,individuel,individuel,2.8,E,E,172.9,2.0,72220.0,insuffisante,2884.9,34515.9,38362.9,Fioul domestique
appartement,individuel,individuel,2.9,D,D,85.4,1.0,68100.0,insuffisante,1423.5,18605.4,19042.5,Gaz naturel
maison,individuel,individuel,2.5,F,C,128.0,1.0,71500.0,insuffisante,3393.4,20873.0,48007.9,Électricité
appartement,collectif,individuel,2.5,C,C,75.7,1.0,13004.0,insuffisante,571.1,10944.9,13370.3,Gaz naturel
appartement,collectif,collectif,2.5,D,D,123.5,1.0,33000.0,bonne,1075.0,18832.5,20910.6,Gaz naturel
appartement,individuel,individuel,2.8,F,F,30.0,1.0,42300.0,insuffisante,973.0,11606.4,11910.0,Gaz naturel
maison,individuel,individuel,2.5,F,F,103.0,2.0,44720.0,insuffisante,3784.0,26997.1,27711.8,GPL
maison,individuel,individuel,2.5,A,A,123.0,2.0,14110.0,moyenne,152.5,4169.4,8084.2,Électricité
maison,individuel,individuel,2.5,G,C,104.9,2.0,56160.0,insuffisante,1236.8,41815.9,45948.0,Bois – Bûches
appartement,individuel,individuel,2.5,D,D,66.2,1.0,94420.0,insuffisante,932.0,11587.7,12682.1,Gaz naturel
appartement,individuel,individuel,2.5,E,B,24.0,1.0,85540.0,bonne,599.5,3146.3,7236.4,Électricité
maison,individuel,individuel,2.5,D,D,112.0,2.0,27910.0,bonne,1341.4,21006.2,21537.0,Fioul domestique
appartement,individuel,individuel,2.5,E,D,48.8,1.0,30240.0,insuffisante,539.0,9539.2,15636.3,Électricité
appartement,individuel,collectif,2.5,C,A,26.7,1.0,83530.0,insuffisante,427.6,1889.5,4345.8,Électricité
immeuble,collectif,collectif,2.5,C,C,82.68599311136624,2.0,28110.0,insuffisante,32000.0,889199.9,943426.7,Gaz naturel
maison,individuel,individuel,2.4,F,C,73.2,1.0,61370.0,bonne,1463.9,14698.8,26016.6,Électricité
maison,individuel,individuel,2.5,D,D,220.0,1.0,89520.0,insuffisante,1996.0,40372.7,43628.9,Gaz naturel
maison,individuel,individuel,2.8,D,B,55.8,2.0,47600.0,moyenne,902.0,5135.1,11810.6,Électricité
maison,individuel,individuel,2.5,G,C,178.0,1.0,71580.0,insuffisante,4739.6,51512.2,89592.4,Électricité
appartement,individuel,individuel,2.5,E,C,36.8,1.0,73530.0,moyenne,784.0,6078.1,13979.6,Électricité
maison,individuel,individuel,2.5,D,C,184.8,3.0,39570.0,insuffisante,1699.0,32677.5,33425.4,Gaz naturel
appartement,individuel,individuel,2.5,C,A,53.1,1.0,50180.0,très bonne,750.0,3845.5,8844.6,Électricité
appartement,individuel,individuel,2.5,C,A,15.5,1.0,13290.0,insuffisante,382.8,1662.1,3822.7,Électricité
